0.0000,1.0000
0.0667,0.7983
0.1333,0.6356
0.2000,0.5043
0.2667,0.3984
0.3333,0.3130
0.4000,0.2442
0.4667,0.1887
0.5334,0.1440
0.6000,0.1080
0.6667,0.0790
0.7334,0.0556
0.8000,0.0369
0.8667,0.0218
0.9334,0.0097
1.0000,0.0000
